"","race_code","sex_code","ethnic_code","age_group","party_cd","gender_code","congressional_dist","presidential","n","n_registered"
"5916","M","M","HL","45-64","REP","M",13,0,7,25
"5917","M","M","HL","45-64","REP","M",13,1,4,11
"5918","M","M","HL","45-64","UNA","M",1,0,2,18
"5919","M","M","HL","45-64","UNA","M",2,0,19,87
"5920","M","M","HL","45-64","UNA","M",3,0,11,54
"5921","M","M","HL","45-64","UNA","M",3,1,7,18
"5922","M","M","HL","45-64","UNA","M",4,0,32,166
"5923","M","M","HL","45-64","UNA","M",4,1,2,6
"5924","M","M","HL","45-64","UNA","M",5,0,1,19
"5925","M","M","HL","45-64","UNA","M",5,1,3,15
"5926","M","M","HL","45-64","UNA","M",6,0,1,9
"5927","M","M","HL","45-64","UNA","M",7,0,12,42
"5928","M","M","HL","45-64","UNA","M",7,1,2,6
"5929","M","M","HL","45-64","UNA","M",8,0,19,103
"5930","M","M","HL","45-64","UNA","M",8,1,16,70
"5931","M","M","HL","45-64","UNA","M",9,0,25,90
"5932","M","M","HL","45-64","UNA","M",10,0,4,28
"5933","M","M","HL","45-64","UNA","M",10,1,0,3
"5934","M","M","HL","45-64","UNA","M",11,0,10,48
"5935","M","M","HL","45-64","UNA","M",11,1,3,14
"5936","M","M","HL","45-64","UNA","M",12,0,12,55
"5937","M","M","HL","45-64","UNA","M",13,0,11,81
"5938","M","M","HL","45-64","UNA","M",13,1,4,26
"5939","M","M","HL","65+","DEM","M",1,0,1,3
"5940","M","M","HL","65+","DEM","M",2,0,2,13
"5941","M","M","HL","65+","DEM","M",3,0,4,16
"5942","M","M","HL","65+","DEM","M",4,0,6,24
"5943","M","M","HL","65+","DEM","M",4,1,0,1
"5944","M","M","HL","65+","DEM","M",5,1,1,2
"5945","M","M","HL","65+","DEM","M",6,0,0,2
"5946","M","M","HL","65+","DEM","M",8,0,0,1
"5947","M","M","HL","65+","DEM","M",9,0,4,24
"5948","M","M","HL","65+","DEM","M",10,0,1,4
"5949","M","M","HL","65+","DEM","M",11,0,3,12
"5950","M","M","HL","65+","DEM","M",11,1,1,6
"5951","M","M","HL","65+","DEM","M",12,0,2,14
"5952","M","M","HL","65+","DEM","M",13,0,3,17
"5953","M","M","HL","65+","DEM","M",13,1,0,1
"5954","M","M","HL","65+","LIB","M",9,0,0,1
"5955","M","M","HL","65+","LIB","M",12,0,0,1
"5956","M","M","HL","65+","REP","M",2,0,1,5
"5957","M","M","HL","65+","REP","M",3,0,2,6
"5958","M","M","HL","65+","REP","M",3,1,2,4
"5959","M","M","HL","65+","REP","M",4,0,1,5
"5960","M","M","HL","65+","REP","M",8,1,3,10
"5961","M","M","HL","65+","REP","M",9,0,0,2
"5962","M","M","HL","65+","REP","M",10,0,0,1
"5963","M","M","HL","65+","REP","M",11,0,3,12
"5964","M","M","HL","65+","REP","M",11,1,1,6
"5965","M","M","HL","65+","REP","M",12,0,0,2
"5966","M","M","HL","65+","REP","M",13,0,1,3
"5967","M","M","HL","65+","REP","M",13,1,1,2
"5968","M","M","HL","65+","UNA","M",1,0,1,4
"5969","M","M","HL","65+","UNA","M",2,0,2,17
"5970","M","M","HL","65+","UNA","M",3,0,1,6
"5971","M","M","HL","65+","UNA","M",3,1,1,2
"5972","M","M","HL","65+","UNA","M",4,0,5,31
"5973","M","M","HL","65+","UNA","M",7,0,2,7
"5974","M","M","HL","65+","UNA","M",7,1,1,2
"5975","M","M","HL","65+","UNA","M",8,0,1,6
"5976","M","M","HL","65+","UNA","M",8,1,2,8
"5977","M","M","HL","65+","UNA","M",9,0,1,9
"5978","M","M","HL","65+","UNA","M",10,0,1,2
"5979","M","M","HL","65+","UNA","M",12,0,0,5
"5980","M","M","HL","65+","UNA","M",13,0,1,3
"5981","M","M","HL","65+","UNA","M",13,1,1,2
"5982","M","M","NL","18-24","CST","M",4,0,1,2
"5983","M","M","NL","18-24","DEM","M",1,0,9,81
"5984","M","M","NL","18-24","DEM","M",2,0,24,156
"5985","M","M","NL","18-24","DEM","M",3,0,13,101
"5986","M","M","NL","18-24","DEM","M",3,1,2,12
"5987","M","M","NL","18-24","DEM","M",4,0,86,528
"5988","M","M","NL","18-24","DEM","M",4,1,2,5
"5989","M","M","NL","18-24","DEM","M",5,0,7,75
"5990","M","M","NL","18-24","DEM","M",5,1,5,34
"5991","M","M","NL","18-24","DEM","M",6,0,4,41
"5992","M","M","NL","18-24","DEM","M",7,0,8,64
"5993","M","M","NL","18-24","DEM","M",7,1,4,22
"5994","M","M","NL","18-24","DEM","M",8,0,10,114
"5995","M","M","NL","18-24","DEM","M",8,1,15,126
"5996","M","M","NL","18-24","DEM","M",9,0,35,243
"5997","M","M","NL","18-24","DEM","M",10,0,10,85
"5998","M","M","NL","18-24","DEM","M",10,1,2,8
"5999","M","M","NL","18-24","DEM","M",11,0,22,106
"6000","M","M","NL","18-24","DEM","M",11,1,16,56
"6001","M","M","NL","18-24","DEM","M",12,0,25,163
"6002","M","M","NL","18-24","DEM","M",13,0,12,111
"6003","M","M","NL","18-24","DEM","M",13,1,12,53
"6004","M","M","NL","18-24","LIB","M",1,0,1,2
"6005","M","M","NL","18-24","LIB","M",2,0,2,9
"6006","M","M","NL","18-24","LIB","M",4,0,4,17
"6007","M","M","NL","18-24","LIB","M",5,0,1,4
"6008","M","M","NL","18-24","LIB","M",8,0,1,9
"6009","M","M","NL","18-24","LIB","M",9,0,0,8
"6010","M","M","NL","18-24","LIB","M",11,1,1,6
"6011","M","M","NL","18-24","LIB","M",12,0,0,8
"6012","M","M","NL","18-24","LIB","M",13,0,0,1
"6013","M","M","NL","18-24","REP","M",1,0,2,16
"6014","M","M","NL","18-24","REP","M",2,0,4,65
"6015","M","M","NL","18-24","REP","M",3,0,5,34
"6016","M","M","NL","18-24","REP","M",3,1,6,16
"6017","M","M","NL","18-24","REP","M",4,0,10,129
"6018","M","M","NL","18-24","REP","M",5,0,4,35
"6019","M","M","NL","18-24","REP","M",5,1,2,11
"6020","M","M","NL","18-24","REP","M",6,0,3,17
"6021","M","M","NL","18-24","REP","M",7,0,2,24
"6022","M","M","NL","18-24","REP","M",7,1,2,6
"6023","M","M","NL","18-24","REP","M",8,0,4,59
"6024","M","M","NL","18-24","REP","M",8,1,13,58
"6025","M","M","NL","18-24","REP","M",9,0,5,58
"6026","M","M","NL","18-24","REP","M",10,0,4,24
"6027","M","M","NL","18-24","REP","M",10,1,0,3
"6028","M","M","NL","18-24","REP","M",11,0,8,35
"6029","M","M","NL","18-24","REP","M",11,1,5,14
"6030","M","M","NL","18-24","REP","M",12,0,2,27
"6031","M","M","NL","18-24","REP","M",13,0,9,49
"6032","M","M","NL","18-24","REP","M",13,1,4,20
"6033","M","M","NL","18-24","UNA","M",1,0,12,113
"6034","M","M","NL","18-24","UNA","M",2,0,30,260
"6035","M","M","NL","18-24","UNA","M",3,0,13,155
"6036","M","M","NL","18-24","UNA","M",3,1,2,16
"6037","M","M","NL","18-24","UNA","M",4,0,80,653
"6038","M","M","NL","18-24","UNA","M",4,1,1,11
"6039","M","M","NL","18-24","UNA","M",5,0,28,198
"6040","M","M","NL","18-24","UNA","M",5,1,15,92
"6041","M","M","NL","18-24","UNA","M",6,0,4,43
"6042","M","M","NL","18-24","UNA","M",7,0,24,191
"6043","M","M","NL","18-24","UNA","M",7,1,6,22
"6044","M","M","NL","18-24","UNA","M",8,0,11,194
"6045","M","M","NL","18-24","UNA","M",8,1,26,168
"6046","M","M","NL","18-24","UNA","M",9,0,35,287
"6047","M","M","NL","18-24","UNA","M",10,0,11,86
"6048","M","M","NL","18-24","UNA","M",10,1,2,16
"6049","M","M","NL","18-24","UNA","M",11,0,23,178
"6050","M","M","NL","18-24","UNA","M",11,1,18,106
"6051","M","M","NL","18-24","UNA","M",12,0,21,193
"6052","M","M","NL","18-24","UNA","M",13,0,19,161
"6053","M","M","NL","18-24","UNA","M",13,1,16,89
"6054","M","M","NL","25-44","CST","M",9,0,0,1
"6055","M","M","NL","25-44","CST","M",12,0,0,1
"6056","M","M","NL","25-44","DEM","M",1,0,21,245
"6057","M","M","NL","25-44","DEM","M",2,0,54,410
"6058","M","M","NL","25-44","DEM","M",3,0,22,233
"6059","M","M","NL","25-44","DEM","M",3,1,5,42
"6060","M","M","NL","25-44","DEM","M",4,0,145,1239
"6061","M","M","NL","25-44","DEM","M",4,1,2,17
"6062","M","M","NL","25-44","DEM","M",5,0,8,156
"6063","M","M","NL","25-44","DEM","M",5,1,12,81
"6064","M","M","NL","25-44","DEM","M",6,0,8,84
"6065","M","M","NL","25-44","DEM","M",7,0,25,275
"6066","M","M","NL","25-44","DEM","M",7,1,3,30
"6067","M","M","NL","25-44","DEM","M",8,0,22,440
"6068","M","M","NL","25-44","DEM","M",8,1,41,348
"6069","M","M","NL","25-44","DEM","M",9,0,62,659
"6070","M","M","NL","25-44","DEM","M",10,0,17,184
"6071","M","M","NL","25-44","DEM","M",10,1,2,17
"6072","M","M","NL","25-44","DEM","M",11,0,32,240
"6073","M","M","NL","25-44","DEM","M",11,1,32,168
"6074","M","M","NL","25-44","DEM","M",12,0,46,383
"6075","M","M","NL","25-44","DEM","M",13,0,21,258
"6076","M","M","NL","25-44","DEM","M",13,1,17,133
"6077","M","M","NL","25-44","GRE","M",1,0,1,2
"6078","M","M","NL","25-44","LIB","M",1,0,0,2
"6079","M","M","NL","25-44","LIB","M",2,0,2,15
"6080","M","M","NL","25-44","LIB","M",3,0,2,10
"6081","M","M","NL","25-44","LIB","M",4,0,6,31
"6082","M","M","NL","25-44","LIB","M",5,0,0,2
"6083","M","M","NL","25-44","LIB","M",5,1,1,2
"6084","M","M","NL","25-44","LIB","M",6,0,0,6
"6085","M","M","NL","25-44","LIB","M",7,0,1,6
"6086","M","M","NL","25-44","LIB","M",9,0,2,17
"6087","M","M","NL","25-44","LIB","M",10,0,0,8
"6088","M","M","NL","25-44","LIB","M",11,0,1,12
"6089","M","M","NL","25-44","LIB","M",11,1,2,6
"6090","M","M","NL","25-44","LIB","M",12,0,2,17
"6091","M","M","NL","25-44","LIB","M",13,0,1,2
"6092","M","M","NL","25-44","LIB","M",13,1,3,8
"6093","M","M","NL","25-44","REP","M",1,0,4,52
"6094","M","M","NL","25-44","REP","M",2,0,16,137
"6095","M","M","NL","25-44","REP","M",3,0,17,156
"6096","M","M","NL","25-44","REP","M",3,1,4,34
"6097","M","M","NL","25-44","REP","M",4,0,27,239
"6098","M","M","NL","25-44","REP","M",4,1,0,1
"6099","M","M","NL","25-44","REP","M",5,0,9,71
"6100","M","M","NL","25-44","REP","M",5,1,12,64
"6101","M","M","NL","25-44","REP","M",6,0,2,28
"6102","M","M","NL","25-44","REP","M",7,0,15,134
"6103","M","M","NL","25-44","REP","M",7,1,2,14
"6104","M","M","NL","25-44","REP","M",8,0,17,188
"6105","M","M","NL","25-44","REP","M",8,1,26,162
"6106","M","M","NL","25-44","REP","M",9,0,26,189
"6107","M","M","NL","25-44","REP","M",10,0,14,83
"6108","M","M","NL","25-44","REP","M",10,1,3,10
"6109","M","M","NL","25-44","REP","M",11,0,8,50
"6110","M","M","NL","25-44","REP","M",11,1,6,32
"6111","M","M","NL","25-44","REP","M",12,0,13,98
"6112","M","M","NL","25-44","REP","M",13,0,17,105
"6113","M","M","NL","25-44","REP","M",13,1,6,29
"6114","M","M","NL","25-44","UNA","M",1,0,17,217
"6115","M","M","NL","25-44","UNA","M",2,0,71,498
"6116","M","M","NL","25-44","UNA","M",3,0,26,395
"6117","M","M","NL","25-44","UNA","M",3,1,13,86
"6118","M","M","NL","25-44","UNA","M",4,0,156,1454
"6119","M","M","NL","25-44","UNA","M",4,1,3,16
"6120","M","M","NL","25-44","UNA","M",5,0,19,260
"6121","M","M","NL","25-44","UNA","M",5,1,13,88
"6122","M","M","NL","25-44","UNA","M",6,0,9,86
"6123","M","M","NL","25-44","UNA","M",7,0,38,352
"6124","M","M","NL","25-44","UNA","M",7,1,6,36
"6125","M","M","NL","25-44","UNA","M",8,0,32,496
"6126","M","M","NL","25-44","UNA","M",8,1,47,370
"6127","M","M","NL","25-44","UNA","M",9,0,68,667
"6128","M","M","NL","25-44","UNA","M",10,0,25,197
"6129","M","M","NL","25-44","UNA","M",10,1,5,18
"6130","M","M","NL","25-44","UNA","M",11,0,40,352
"6131","M","M","NL","25-44","UNA","M",11,1,34,230
"6132","M","M","NL","25-44","UNA","M",12,0,48,401
"6133","M","M","NL","25-44","UNA","M",13,0,36,305
"6134","M","M","NL","25-44","UNA","M",13,1,19,100
"6135","M","M","NL","45-64","DEM","M",1,0,21,108
"6136","M","M","NL","45-64","DEM","M",2,0,20,83
"6137","M","M","NL","45-64","DEM","M",3,0,12,66
"6138","M","M","NL","45-64","DEM","M",3,1,3,12
"6139","M","M","NL","45-64","DEM","M",4,0,54,285
"6140","M","M","NL","45-64","DEM","M",4,1,1,7
"6141","M","M","NL","45-64","DEM","M",5,0,6,34
"6142","M","M","NL","45-64","DEM","M",5,1,4,14
"6143","M","M","NL","45-64","DEM","M",6,0,3,16
"6144","M","M","NL","45-64","DEM","M",7,0,8,44
"6145","M","M","NL","45-64","DEM","M",7,1,1,6
"6146","M","M","NL","45-64","DEM","M",8,0,20,112
"6147","M","M","NL","45-64","DEM","M",8,1,23,100
"6148","M","M","NL","45-64","DEM","M",9,0,30,214
"6149","M","M","NL","45-64","DEM","M",10,0,12,58
"6150","M","M","NL","45-64","DEM","M",10,1,2,4
"6151","M","M","NL","45-64","DEM","M",11,0,22,78
"6152","M","M","NL","45-64","DEM","M",11,1,17,50
"6153","M","M","NL","45-64","DEM","M",12,0,19,112
"6154","M","M","NL","45-64","DEM","M",13,0,12,76
"6155","M","M","NL","45-64","DEM","M",13,1,8,37
"6156","M","M","NL","45-64","LIB","M",1,0,0,2
"6157","M","M","NL","45-64","LIB","M",2,0,1,3
"6158","M","M","NL","45-64","LIB","M",3,0,0,2
"6159","M","M","NL","45-64","LIB","M",4,0,1,3
"6160","M","M","NL","45-64","LIB","M",5,0,1,2
"6161","M","M","NL","45-64","LIB","M",5,1,1,2
"6162","M","M","NL","45-64","LIB","M",9,0,0,3
"6163","M","M","NL","45-64","LIB","M",11,0,1,2
"6164","M","M","NL","45-64","LIB","M",11,1,1,2
"6165","M","M","NL","45-64","LIB","M",12,0,0,3
"6166","M","M","NL","45-64","LIB","M",13,0,2,4
"6167","M","M","NL","45-64","LIB","M",13,1,1,2
"6168","M","M","NL","45-64","REP","M",1,0,5,31
"6169","M","M","NL","45-64","REP","M",2,0,14,62
"6170","M","M","NL","45-64","REP","M",3,0,19,73
"6171","M","M","NL","45-64","REP","M",3,1,8,32
"6172","M","M","NL","45-64","REP","M",4,0,24,99
"6173","M","M","NL","45-64","REP","M",4,1,2,6
"6174","M","M","NL","45-64","REP","M",5,0,9,22
"6175","M","M","NL","45-64","REP","M",5,1,8,21
"6176","M","M","NL","45-64","REP","M",6,0,2,9
"6177","M","M","NL","45-64","REP","M",7,0,18,75
"6178","M","M","NL","45-64","REP","M",7,1,4,12
"6179","M","M","NL","45-64","REP","M",8,0,26,114
"6180","M","M","NL","45-64","REP","M",8,1,26,78
"6181","M","M","NL","45-64","REP","M",9,0,23,109
"6182","M","M","NL","45-64","REP","M",10,0,10,41
"6183","M","M","NL","45-64","REP","M",10,1,3,9
"6184","M","M","NL","45-64","REP","M",11,0,12,54
"6185","M","M","NL","45-64","REP","M",11,1,4,16
"6186","M","M","NL","45-64","REP","M",12,0,7,38
"6187","M","M","NL","45-64","REP","M",13,0,10,51
"6188","M","M","NL","45-64","REP","M",13,1,9,24
"6189","M","M","NL","45-64","UNA","M",1,0,8,33
"6190","M","M","NL","45-64","UNA","M",2,0,26,115
"6191","M","M","NL","45-64","UNA","M",3,0,22,78
"6192","M","M","NL","45-64","UNA","M",3,1,11,38
"6193","M","M","NL","45-64","UNA","M",4,0,56,283
"6194","M","M","NL","45-64","UNA","M",4,1,0,6
"6195","M","M","NL","45-64","UNA","M",5,0,11,51
"6196","M","M","NL","45-64","UNA","M",5,1,10,29
"6197","M","M","NL","45-64","UNA","M",6,0,4,16
"6198","M","M","NL","45-64","UNA","M",7,0,22,99
"6199","M","M","NL","45-64","UNA","M",7,1,3,16
"6200","M","M","NL","45-64","UNA","M",8,0,21,127
"6201","M","M","NL","45-64","UNA","M",8,1,18,88
"6202","M","M","NL","45-64","UNA","M",9,0,39,243
"6203","M","M","NL","45-64","UNA","M",10,0,16,71
"6204","M","M","NL","45-64","UNA","M",10,1,2,5
"6205","M","M","NL","45-64","UNA","M",11,0,24,106
"6206","M","M","NL","45-64","UNA","M",11,1,14,54
"6207","M","M","NL","45-64","UNA","M",12,0,22,132
"6208","M","M","NL","45-64","UNA","M",13,0,18,72
"6209","M","M","NL","45-64","UNA","M",13,1,5,22
"6210","M","M","NL","65+","DEM","M",1,0,9,38
"6211","M","M","NL","65+","DEM","M",2,0,2,26
"6212","M","M","NL","65+","DEM","M",3,0,6,22
"6213","M","M","NL","65+","DEM","M",3,1,5,14
"6214","M","M","NL","65+","DEM","M",4,0,8,75
"6215","M","M","NL","65+","DEM","M",4,1,1,6
"6216","M","M","NL","65+","DEM","M",5,0,4,18
"6217","M","M","NL","65+","DEM","M",5,1,5,16
"6218","M","M","NL","65+","DEM","M",7,0,9,43
"6219","M","M","NL","65+","DEM","M",7,1,3,8
"6220","M","M","NL","65+","DEM","M",8,0,6,38
"6221","M","M","NL","65+","DEM","M",8,1,6,26
"6222","M","M","NL","65+","DEM","M",9,0,13,55
"6223","M","M","NL","65+","DEM","M",10,0,1,5
"6224","M","M","NL","65+","DEM","M",11,0,13,50
"6225","M","M","NL","65+","DEM","M",11,1,4,20
"6226","M","M","NL","65+","DEM","M",12,0,8,31
"6227","M","M","NL","65+","DEM","M",13,0,5,27
"6228","M","M","NL","65+","DEM","M",13,1,1,6
"6229","M","M","NL","65+","LIB","M",11,0,1,2
"6230","M","M","NL","65+","LIB","M",11,1,1,2
"6231","M","M","NL","65+","REP","M",1,0,0,2
"6232","M","M","NL","65+","REP","M",2,0,4,10
"6233","M","M","NL","65+","REP","M",3,0,6,14
"6234","M","M","NL","65+","REP","M",3,1,2,6
"6235","M","M","NL","65+","REP","M",4,0,5,25
"6236","M","M","NL","65+","REP","M",4,1,0,3
"6237","M","M","NL","65+","REP","M",5,0,5,16
"6238","M","M","NL","65+","REP","M",5,1,2,6
"6239","M","M","NL","65+","REP","M",6,0,0,5
"6240","M","M","NL","65+","REP","M",7,0,6,30
"6241","M","M","NL","65+","REP","M",7,1,3,8
"6242","M","M","NL","65+","REP","M",8,0,4,15
"6243","M","M","NL","65+","REP","M",8,1,2,10
"6244","M","M","NL","65+","REP","M",9,0,4,16
"6245","M","M","NL","65+","REP","M",10,0,0,12
"6246","M","M","NL","65+","REP","M",11,0,5,16
"6247","M","M","NL","65+","REP","M",12,0,0,5
"6248","M","M","NL","65+","REP","M",13,0,8,28
"6249","M","M","NL","65+","REP","M",13,1,6,17
"6250","M","M","NL","65+","UNA","M",1,0,5,13
"6251","M","M","NL","65+","UNA","M",2,0,8,31
"6252","M","M","NL","65+","UNA","M",3,0,11,32
"6253","M","M","NL","65+","UNA","M",3,1,2,12
"6254","M","M","NL","65+","UNA","M",4,0,17,76
"6255","M","M","NL","65+","UNA","M",4,1,0,1
"6256","M","M","NL","65+","UNA","M",5,0,4,13
"6257","M","M","NL","65+","UNA","M",5,1,2,7
"6258","M","M","NL","65+","UNA","M",6,0,2,6
"6259","M","M","NL","65+","UNA","M",7,0,10,28
"6260","M","M","NL","65+","UNA","M",7,1,4,8
"6261","M","M","NL","65+","UNA","M",8,0,5,14
"6262","M","M","NL","65+","UNA","M",8,1,3,8
"6263","M","M","NL","65+","UNA","M",9,0,10,40
"6264","M","M","NL","65+","UNA","M",10,0,8,27
"6265","M","M","NL","65+","UNA","M",10,1,0,3
"6266","M","M","NL","65+","UNA","M",11,0,13,72
"6267","M","M","NL","65+","UNA","M",11,1,3,26
"6268","M","M","NL","65+","UNA","M",12,0,2,14
"6269","M","M","NL","65+","UNA","M",13,0,9,26
"6270","M","M","NL","65+","UNA","M",13,1,3,9
"6271","M","M","UN","18-24","DEM","M",1,0,4,51
"6272","M","M","UN","18-24","DEM","M",2,0,12,107
"6273","M","M","UN","18-24","DEM","M",3,0,7,53
"6274","M","M","UN","18-24","DEM","M",3,1,4,14
"6275","M","M","UN","18-24","DEM","M",4,0,32,279
"6276","M","M","UN","18-24","DEM","M",4,1,0,4
"6277","M","M","UN","18-24","DEM","M",5,0,4,20
"6278","M","M","UN","18-24","DEM","M",5,1,1,8
"6279","M","M","UN","18-24","DEM","M",6,0,1,26
"6280","M","M","UN","18-24","DEM","M",7,0,6,73
"6281","M","M","UN","18-24","DEM","M",8,0,15,94
"6282","M","M","UN","18-24","DEM","M",8,1,19,106
"6283","M","M","UN","18-24","DEM","M",9,0,9,128
"6284","M","M","UN","18-24","DEM","M",10,0,3,35
"6285","M","M","UN","18-24","DEM","M",11,0,6,38
"6286","M","M","UN","18-24","DEM","M",11,1,5,26
"6287","M","M","UN","18-24","DEM","M",12,0,8,107
"6288","M","M","UN","18-24","DEM","M",13,0,10,65
"6289","M","M","UN","18-24","DEM","M",13,1,10,60
"6290","M","M","UN","18-24","LIB","M",1,0,0,1
"6291","M","M","UN","18-24","LIB","M",4,0,1,3
"6292","M","M","UN","18-24","LIB","M",7,0,0,1
"6293","M","M","UN","18-24","LIB","M",8,0,0,1
"6294","M","M","UN","18-24","REP","M",1,0,1,8
"6295","M","M","UN","18-24","REP","M",2,0,4,29
"6296","M","M","UN","18-24","REP","M",3,0,5,26
"6297","M","M","UN","18-24","REP","M",3,1,4,20
"6298","M","M","UN","18-24","REP","M",4,0,6,60
"6299","M","M","UN","18-24","REP","M",4,1,0,1
"6300","M","M","UN","18-24","REP","M",5,0,2,12
"6301","M","M","UN","18-24","REP","M",5,1,3,17
"6302","M","M","UN","18-24","REP","M",6,0,0,6
"6303","M","M","UN","18-24","REP","M",7,0,6,29
"6304","M","M","UN","18-24","REP","M",7,1,2,4
"6305","M","M","UN","18-24","REP","M",8,0,4,30
"6306","M","M","UN","18-24","REP","M",8,1,2,30
"6307","M","M","UN","18-24","REP","M",9,0,3,33
"6308","M","M","UN","18-24","REP","M",10,0,1,10
"6309","M","M","UN","18-24","REP","M",10,1,2,7
"6310","M","M","UN","18-24","REP","M",11,0,1,2
"6311","M","M","UN","18-24","REP","M",11,1,1,2
"6312","M","M","UN","18-24","REP","M",12,0,2,21
"6313","M","M","UN","18-24","REP","M",13,0,0,2
"6314","M","M","UN","18-24","REP","M",13,1,4,13
"6315","M","M","UN","18-24","UNA","M",1,0,6,70
"6316","M","M","UN","18-24","UNA","M",2,0,16,142
"6317","M","M","UN","18-24","UNA","M",3,0,6,68
"6318","M","M","UN","18-24","UNA","M",3,1,1,6
"6319","M","M","UN","18-24","UNA","M",4,0,40,412
"6320","M","M","UN","18-24","UNA","M",4,1,1,5
"6321","M","M","UN","18-24","UNA","M",5,0,7,82
"6322","M","M","UN","18-24","UNA","M",5,1,5,39
"6323","M","M","UN","18-24","UNA","M",6,0,3,33
"6324","M","M","UN","18-24","UNA","M",7,0,6,90
"6325","M","M","UN","18-24","UNA","M",7,1,2,22
"6326","M","M","UN","18-24","UNA","M",8,0,10,136
"6327","M","M","UN","18-24","UNA","M",8,1,20,142
"6328","M","M","UN","18-24","UNA","M",9,0,11,137
"6329","M","M","UN","18-24","UNA","M",10,0,5,51
"6330","M","M","UN","18-24","UNA","M",10,1,3,17
"6331","M","M","UN","18-24","UNA","M",11,0,7,48
"6332","M","M","UN","18-24","UNA","M",11,1,5,40
"6333","M","M","UN","18-24","UNA","M",12,0,8,113
"6334","M","M","UN","18-24","UNA","M",13,0,7,70
"6335","M","M","UN","18-24","UNA","M",13,1,6,51
"6336","M","M","UN","25-44","DEM","M",1,0,14,280
"6337","M","M","UN","25-44","DEM","M",2,0,44,397
"6338","M","M","UN","25-44","DEM","M",3,0,13,234
"6339","M","M","UN","25-44","DEM","M",3,1,6,50
"6340","M","M","UN","25-44","DEM","M",4,0,88,1126
"6341","M","M","UN","25-44","DEM","M",4,1,2,25
"6342","M","M","UN","25-44","DEM","M",5,0,3,79
"6343","M","M","UN","25-44","DEM","M",5,1,7,94
"6344","M","M","UN","25-44","DEM","M",6,0,7,122
"6345","M","M","UN","25-44","DEM","M",7,0,24,299
"6346","M","M","UN","25-44","DEM","M",7,1,4,36
"6347","M","M","UN","25-44","DEM","M",8,0,38,551
"6348","M","M","UN","25-44","DEM","M",8,1,42,464
"6349","M","M","UN","25-44","DEM","M",9,0,54,514
"6350","M","M","UN","25-44","DEM","M",10,0,11,188
"6351","M","M","UN","25-44","DEM","M",10,1,1,16
"6352","M","M","UN","25-44","DEM","M",11,0,23,252
"6353","M","M","UN","25-44","DEM","M",11,1,20,150
"6354","M","M","UN","25-44","DEM","M",12,0,44,403
"6355","M","M","UN","25-44","DEM","M",13,0,11,261
"6356","M","M","UN","25-44","DEM","M",13,1,15,157
"6357","M","M","UN","25-44","GRE","M",8,0,1,2
"6358","M","M","UN","25-44","GRE","M",11,0,1,2
"6359","M","M","UN","25-44","LIB","M",2,0,2,17
"6360","M","M","UN","25-44","LIB","M",3,1,1,2
"6361","M","M","UN","25-44","LIB","M",4,0,3,28
"6362","M","M","UN","25-44","LIB","M",4,1,0,1
"6363","M","M","UN","25-44","LIB","M",6,0,0,3
"6364","M","M","UN","25-44","LIB","M",7,0,3,10
"6365","M","M","UN","25-44","LIB","M",7,1,1,2
"6366","M","M","UN","25-44","LIB","M",8,0,2,12
"6367","M","M","UN","25-44","LIB","M",8,1,3,12
"6368","M","M","UN","25-44","LIB","M",10,0,0,4
"6369","M","M","UN","25-44","LIB","M",13,0,1,6
"6370","M","M","UN","25-44","LIB","M",13,1,2,7
"6371","M","M","UN","25-44","REP","M",1,0,5,38
"6372","M","M","UN","25-44","REP","M",2,0,7,93
"6373","M","M","UN","25-44","REP","M",3,0,5,79
"6374","M","M","UN","25-44","REP","M",3,1,1,22
"6375","M","M","UN","25-44","REP","M",4,0,12,153
"6376","M","M","UN","25-44","REP","M",5,0,3,11
"6377","M","M","UN","25-44","REP","M",5,1,4,19
"6378","M","M","UN","25-44","REP","M",6,0,2,21
"6379","M","M","UN","25-44","REP","M",7,0,14,125
"6380","M","M","UN","25-44","REP","M",8,0,6,179
"6381","M","M","UN","25-44","REP","M",8,1,12,144
"6382","M","M","UN","25-44","REP","M",9,0,16,117
"6383","M","M","UN","25-44","REP","M",10,0,4,31
"6384","M","M","UN","25-44","REP","M",10,1,0,7
"6385","M","M","UN","25-44","REP","M",11,0,9,43
"6386","M","M","UN","25-44","REP","M",11,1,3,16
"6387","M","M","UN","25-44","REP","M",12,0,12,90
"6388","M","M","UN","25-44","REP","M",13,0,6,58
"6389","M","M","UN","25-44","REP","M",13,1,3,24
"6390","M","M","UN","25-44","UNA","M",1,0,9,136
"6391","M","M","UN","25-44","UNA","M",2,0,33,375
"6392","M","M","UN","25-44","UNA","M",3,0,10,214
"6393","M","M","UN","25-44","UNA","M",3,1,7,70
"6394","M","M","UN","25-44","UNA","M",4,0,90,1002
"6395","M","M","UN","25-44","UNA","M",4,1,3,12
"6396","M","M","UN","25-44","UNA","M",5,0,11,199
"6397","M","M","UN","25-44","UNA","M",5,1,8,57
"6398","M","M","UN","25-44","UNA","M",6,0,6,81
"6399","M","M","UN","25-44","UNA","M",7,0,19,297
"6400","M","M","UN","25-44","UNA","M",7,1,2,22
"6401","M","M","UN","25-44","UNA","M",8,0,25,533
"6402","M","M","UN","25-44","UNA","M",8,1,47,458
"6403","M","M","UN","25-44","UNA","M",9,0,41,435
"6404","M","M","UN","25-44","UNA","M",10,0,17,187
